District,Area,Rooms,Building,Owner,Full_price
Białołęka,39.0,2.0,apartamentowiec,prywatny,3720.0
Ochota,39.0,2.0,blok,prywatny,3600.0
Wawer,50.0,3.0,kamienica,prywatny,3600.0
Żoliborz,22.0,1.0,blok,biuro nieruchomości,3000.0
Śródmieście,91.12,3.0,kamienica,biuro nieruchomości,7000.0
Mokotów,140.0,4.0,apartamentowiec,biuro nieruchomości,15700.0
Mokotów,30.0,1.0,apartamentowiec,biuro nieruchomości,2860.0
Wilanów,51.0,2.0,apartamentowiec,prywatny,4200.0
Bemowo,50.0,2.0,blok,biuro nieruchomości,3300.0
Śródmieście,39.0,2.0,blok,biuro nieruchomości,4400.0
Mokotów,44.76,2.0,apartamentowiec,biuro nieruchomości,3850.0
Śródmieście,76.59,2.0,kamienica,biuro nieruchomości,7080.0
Żoliborz,60.82,2.0,blok,biuro nieruchomości,5930.0
Praga-Północ,55.0,3.0,kamienica,prywatny,4130.0
Praga-Północ,27.0,1.0,kamienica,prywatny,3030.0
Mokotów,89.4,3.0,apartamentowiec,biuro nieruchomości,7300.0
Śródmieście,45.0,2.0,blok,prywatny,3700.0
Wola,85.0,3.0,apartamentowiec,biuro nieruchomości,6500.0
Wilanów,94.17,3.0,apartamentowiec,prywatny,9000.0
Mokotów,60.0,2.0,apartamentowiec,biuro nieruchomości,6000.0
Mokotów,60.0,3.0,apartamentowiec,biuro nieruchomości,4870.0
Mokotów,60.0,2.0,apartamentowiec,biuro nieruchomości,3800.0
Praga-Północ,43.0,2.0,blok,prywatny,3980.0
Mokotów,61.0,3.0,apartamentowiec,prywatny,4850.0
Mokotów,68.0,3.0,blok,prywatny,5196.0
Żoliborz,41.0,2.0,apartamentowiec,biuro nieruchomości,4120.0
Mokotów,75.17,4.0,blok,biuro nieruchomości,8600.0
Mokotów,105.0,5.0,kamienica,biuro nieruchomości,6500.0
Wola,108.3,3.0,blok,biuro nieruchomości,7164.65
Bemowo,47.0,2.0,apartamentowiec,biuro nieruchomości,3450.0
Śródmieście,108.3,3.0,blok,biuro nieruchomości,7164.65
Śródmieście,50.0,2.0,blok,biuro nieruchomości,4214.78
Wola,45.0,2.0,blok,biuro nieruchomości,4500.0
Śródmieście,37.0,2.0,blok,biuro nieruchomości,3000.0
Śródmieście,118.0,3.0,apartamentowiec,biuro nieruchomości,6000.0
Włochy,38.03,2.0,dom wolnostojący,biuro nieruchomości,3200.0
Włochy,48.0,3.0,dom wolnostojący,biuro nieruchomości,3800.0
Ursynów,60.0,2.0,blok,biuro nieruchomości,3400.0
Śródmieście,44.0,2.0,blok,biuro nieruchomości,3500.0
Białołęka,66.0,2.0,blok,biuro nieruchomości,3590.0
Mokotów,27.0,1.0,apartamentowiec,biuro nieruchomości,2499.0
Wilanów,80.0,3.0,apartamentowiec,biuro nieruchomości,8800.0
Śródmieście,98.0,3.0,apartamentowiec,biuro nieruchomości,11500.0
Białołęka,26.0,1.0,kamienica,biuro nieruchomości,2800.0
Wilanów,45.0,2.0,apartamentowiec,biuro nieruchomości,3530.0
Ursus,35.0,2.0,blok,prywatny,3300.0
Mokotów,40.0,2.0,apartamentowiec,biuro nieruchomości,4600.0
Targówek,90.62,3.0,blok,prywatny,4000.0
Białołęka,43.0,2.0,blok,biuro nieruchomości,3500.0
Białołęka,47.0,2.0,blok,biuro nieruchomości,3000.0
Wola,17.0,1.0,blok,prywatny,2000.0
Białołęka,40.0,2.0,blok,biuro nieruchomości,2900.0
Śródmieście,96.0,3.0,kamienica,biuro nieruchomości,8500.0
Mokotów,48.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Wola,20.0,1.0,apartamentowiec,prywatny,3000.0
Śródmieście,73.82,3.0,apartamentowiec,deweloper,12500.0
Wilanów,50.0,2.0,apartamentowiec,biuro nieruchomości,3917.0
Praga-Północ,44.5,2.0,blok,biuro nieruchomości,5700.0
Włochy,43.0,2.0,blok,biuro nieruchomości,4200.0
Ochota,65.0,3.0,blok,biuro nieruchomości,5000.0
Śródmieście,48.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Ursynów,74.0,3.0,blok,prywatny,4650.0
Praga-Południe,37.0,1.0,kamienica,prywatny,2980.0
Praga-Południe,170.0,5.0,apartamentowiec,biuro nieruchomości,12000.0
Mokotów,30.0,2.0,blok,prywatny,3300.0
Białołęka,40.0,2.0,apartamentowiec,biuro nieruchomości,2400.0
Targówek,47.28,3.0,blok,prywatny,4230.0
Białołęka,33.0,1.0,apartamentowiec,prywatny,2600.0
Mokotów,110.0,3.0,apartamentowiec,biuro nieruchomości,14000.0
Praga-Południe,40.2,2.0,blok,prywatny,4080.0
Włochy,40.1,2.0,blok,prywatny,3850.0
Targówek,38.0,2.0,blok,prywatny,3420.0
Wawer,50.0,3.0,kamienica,prywatny,3600.0
Bemowo,45.6,2.0,blok,prywatny,3400.0
Bielany,44.0,2.0,blok,prywatny,3260.0
Mokotów,43.0,2.0,blok,prywatny,3950.0
Śródmieście,25.0,1.0,kamienica,biuro nieruchomości,3000.0
Śródmieście,28.0,1.0,blok,biuro nieruchomości,2900.0
Mokotów,37.0,2.0,blok,prywatny,3799.0
Wola,45.0,2.0,apartamentowiec,prywatny,4900.0
Ursus,35.0,2.0,blok,prywatny,3450.0
Wilanów,56.5,2.0,blok,biuro nieruchomości,5800.0
Bielany,52.0,3.0,blok,prywatny,5500.0
Ursynów,45.0,2.0,blok,biuro nieruchomości,3000.0
Ursynów,55.0,2.0,apartamentowiec,prywatny,3501.0
Praga-Południe,54.0,3.0,blok,prywatny,4660.0
Ochota,50.0,3.0,kamienica,biuro nieruchomości,4860.0
Praga-Północ,50.0,3.0,kamienica,prywatny,5000.0
Śródmieście,27.0,2.0,blok,biuro nieruchomości,3201.0
Wilanów,53.0,2.0,apartamentowiec,prywatny,5210.0
Włochy,34.0,1.0,kamienica,biuro nieruchomości,3300.0
Ursynów,38.0,1.0,apartamentowiec,biuro nieruchomości,2800.0
Wilanów,63.0,2.0,apartamentowiec,biuro nieruchomości,5700.0
Wola,45.0,2.0,blok,prywatny,5000.0
Bemowo,36.0,1.0,apartamentowiec,prywatny,3300.0
Wilanów,75.0,3.0,blok,prywatny,6900.0
Praga-Południe,89.29,4.0,apartamentowiec,biuro nieruchomości,9850.0
Śródmieście,27.0,1.0,blok,prywatny,3098.0
Mokotów,38.0,2.0,apartamentowiec,biuro nieruchomości,3825.0
Ochota,32.0,1.0,apartamentowiec,biuro nieruchomości,2701.0
Wola,73.43,3.0,apartamentowiec,biuro nieruchomości,12300.0
Wola,39.59,2.0,apartamentowiec,biuro nieruchomości,5800.0
Bielany,45.0,2.0,blok,prywatny,3792.0
Śródmieście,100.0,4.0,apartamentowiec,biuro nieruchomości,10000.0
Wola,39.75,2.0,apartamentowiec,biuro nieruchomości,5800.0
Mokotów,37.0,2.0,blok,prywatny,4240.0
Mokotów,87.5,3.0,apartamentowiec,biuro nieruchomości,7800.0
Wilanów,48.0,2.0,blok,prywatny,5650.0
Wilanów,45.0,2.0,apartamentowiec,biuro nieruchomości,3700.0
Wilanów,31.0,1.0,blok,biuro nieruchomości,5000.0
Ochota,56.0,3.0,blok,prywatny,4520.0
Wola,53.0,2.0,apartamentowiec,biuro nieruchomości,6001.0
Praga-Południe,39.0,2.0,blok,biuro nieruchomości,3300.0
Wola,54.4,2.0,blok,biuro nieruchomości,3786.0
Wilanów,153.0,4.0,apartamentowiec,biuro nieruchomości,22000.0
Praga-Południe,76.0,3.0,apartamentowiec,biuro nieruchomości,4500.0
Praga-Północ,59.0,3.0,apartamentowiec,biuro nieruchomości,5130.0
Bielany,25.0,1.0,blok,biuro nieruchomości,2900.0
Wola,40.0,2.0,kamienica,prywatny,3465.0
Ursynów,70.0,3.0,apartamentowiec,prywatny,6000.0
Wola,49.0,2.0,apartamentowiec,prywatny,4130.0
Mokotów,57.0,3.0,loft,prywatny,6200.0
Ochota,45.0,2.0,blok,biuro nieruchomości,3500.0
Ochota,30.0,1.0,blok,prywatny,2200.0
Wilanów,81.0,3.0,apartamentowiec,prywatny,7350.0
Ursus,32.0,1.0,kamienica,prywatny,3800.0
Mokotów,43.04,2.0,kamienica,biuro nieruchomości,4627.0
Włochy,56.33,3.0,apartamentowiec,prywatny,5652.39
Praga-Południe,84.0,3.0,apartamentowiec,biuro nieruchomości,6500.0
Wola,38.0,1.0,blok,prywatny,3300.0
Ochota,32.0,2.0,apartamentowiec,prywatny,3600.0
Ursynów,50.0,2.0,blok,prywatny,3900.0
Włochy,25.0,1.0,apartamentowiec,prywatny,2970.0
Śródmieście,226.0,4.0,blok,biuro nieruchomości,40000.0
Wesoła,86.88,3.0,kamienica,prywatny,5700.0
Wola,55.0,2.0,apartamentowiec,biuro nieruchomości,12000.0
Białołęka,35.0,2.0,apartamentowiec,prywatny,3250.0
Wola,65.0,3.0,apartamentowiec,biuro nieruchomości,5300.0
Bielany,34.0,1.0,blok,biuro nieruchomości,2700.0
Praga-Południe,55.0,2.0,apartamentowiec,biuro nieruchomości,3000.0
Bemowo,35.4,2.0,apartamentowiec,prywatny,3630.0
Praga-Północ,33.0,2.0,kamienica,prywatny,3500.0
Śródmieście,92.0,3.0,apartamentowiec,biuro nieruchomości,14900.0
Praga-Południe,51.0,2.0,blok,biuro nieruchomości,2700.0
Włochy,39.0,2.0,apartamentowiec,prywatny,4000.0
Wilanów,63.59,3.0,apartamentowiec,prywatny,6500.0
Żoliborz,22.0,1.0,blok,biuro nieruchomości,3000.0
Ursus,42.0,2.0,blok,prywatny,3500.0
Bielany,56.0,2.0,blok,biuro nieruchomości,3000.0
Śródmieście,45.9,2.0,apartamentowiec,deweloper,6900.0
Mokotów,103.0,4.0,apartamentowiec,biuro nieruchomości,12000.0
Włochy,36.16,2.0,dom wolnostojący,biuro nieruchomości,3200.0
Praga-Południe,50.0,2.0,apartamentowiec,biuro nieruchomości,5000.0
Targówek,30.5,1.0,blok,prywatny,2870.0
Bemowo,69.69,3.0,blok,biuro nieruchomości,4800.0
Śródmieście,92.0,3.0,apartamentowiec,biuro nieruchomości,27000.0
Śródmieście,61.0,2.0,kamienica,biuro nieruchomości,15000.0
Wilanów,95.0,3.0,apartamentowiec,prywatny,7500.0
Żoliborz,50.0,2.0,apartamentowiec,biuro nieruchomości,4000.0
Bemowo,30.0,2.0,blok,prywatny,3489.0
Mokotów,68.0,3.0,blok,prywatny,5196.0
Ursynów,54.0,2.0,blok,prywatny,3500.0
Ursynów,51.5,1.0,blok,prywatny,3700.0
Żoliborz,26.0,1.0,blok,prywatny,2500.0
Bielany,54.0,2.0,blok,prywatny,3680.0
Włochy,42.0,2.0,blok,prywatny,3880.0
Wesoła,25.0,1.0,blok,prywatny,2350.0
Wawer,50.0,3.0,kamienica,prywatny,3600.0
Śródmieście,51.5,2.0,kamienica,prywatny,4400.0
Włochy,20.0,1.0,apartamentowiec,prywatny,3299.0
Bielany,42.0,2.0,blok,prywatny,3300.0
Wola,37.0,2.0,apartamentowiec,biuro nieruchomości,4301.0
Ursus,57.0,2.0,blok,prywatny,3600.0
Bemowo,50.3,2.0,blok,prywatny,2800.0
Wesoła,28.0,1.0,dom wolnostojący,prywatny,2250.0
Ursus,30.03,2.0,blok,biuro nieruchomości,2600.0
Bielany,35.0,2.0,blok,prywatny,2940.0
Białołęka,70.0,3.0,apartamentowiec,biuro nieruchomości,4300.0
Ursynów,42.74,1.0,apartamentowiec,biuro nieruchomości,3530.0
Ursynów,88.0,3.0,blok,prywatny,5500.0
Śródmieście,55.0,3.0,blok,biuro nieruchomości,4500.0
Śródmieście,60.0,2.0,apartamentowiec,prywatny,5790.0
Praga-Południe,69.0,3.0,apartamentowiec,biuro nieruchomości,4900.0
Wola,79.0,3.0,blok,prywatny,5600.0
Ursynów,45.0,2.0,blok,prywatny,4200.0
Śródmieście,110.7,5.0,kamienica,biuro nieruchomości,11300.0
Śródmieście,40.0,1.0,apartamentowiec,prywatny,3050.0
Śródmieście,35.0,2.0,apartamentowiec,prywatny,6000.0
Praga-Południe,32.0,1.0,apartamentowiec,prywatny,2900.0
Praga-Południe,37.6,2.0,apartamentowiec,prywatny,3400.0
Bielany,42.0,2.0,blok,biuro nieruchomości,3500.0
Wawer,56.0,3.0,blok,prywatny,4730.0
Wola,65.0,3.0,blok,prywatny,6000.0
Wilanów,153.0,4.0,apartamentowiec,prywatny,22000.0
Białołęka,54.0,3.0,blok,biuro nieruchomości,2900.0
Ursynów,47.0,2.0,blok,biuro nieruchomości,4230.0
Wilanów,44.0,2.0,dom wolnostojący,biuro nieruchomości,4490.0
Ochota,50.0,2.0,blok,prywatny,3400.0
Mokotów,114.0,3.0,apartamentowiec,biuro nieruchomości,10500.0
Mokotów,120.0,4.0,blok,biuro nieruchomości,10000.0
Ursus,38.64,2.0,apartamentowiec,biuro nieruchomości,2800.0
Mokotów,59.0,2.0,dom wolnostojący,biuro nieruchomości,4200.0
Ursus,57.0,3.0,blok,prywatny,4380.0
Mokotów,30.0,1.0,blok,biuro nieruchomości,3400.0
Bemowo,28.19,1.0,apartamentowiec,biuro nieruchomości,2650.0
Praga-Północ,26.0,1.0,blok,prywatny,2600.0
Śródmieście,41.5,1.0,kamienica,biuro nieruchomości,3500.0
Praga-Południe,45.0,2.0,blok,prywatny,3700.0
Praga-Północ,41.0,2.0,kamienica,prywatny,3950.0
Wola,28.0,1.0,blok,prywatny,2500.0
Praga-Północ,55.0,3.0,kamienica,prywatny,4130.0
Śródmieście,40.0,2.0,blok,prywatny,3200.0
Wola,42.0,1.0,blok,prywatny,3500.0
Wola,52.0,2.0,apartamentowiec,prywatny,3790.0
Mokotów,26.0,1.0,blok,biuro nieruchomości,3001.0
Wola,75.56,2.0,apartamentowiec,biuro nieruchomości,8500.0
Mokotów,32.0,1.0,blok,prywatny,2500.0
Śródmieście,74.0,3.0,apartamentowiec,biuro nieruchomości,5900.0
Praga-Południe,50.0,2.0,blok,prywatny,3300.0
Wilanów,143.6,4.0,apartamentowiec,biuro nieruchomości,11000.0
Mokotów,49.0,2.0,blok,biuro nieruchomości,4000.0
Białołęka,52.0,2.0,apartamentowiec,biuro nieruchomości,3500.0
Białołęka,52.0,2.0,apartamentowiec,biuro nieruchomości,3500.0
Śródmieście,102.0,4.0,kamienica,biuro nieruchomości,6900.0
Ursus,57.0,3.0,blok,biuro nieruchomości,3000.0
Śródmieście,66.0,2.0,kamienica,biuro nieruchomości,4900.0
Wilanów,64.0,2.0,dom wolnostojący,biuro nieruchomości,4850.0
Praga-Północ,50.0,2.0,apartamentowiec,biuro nieruchomości,8000.0
Białołęka,60.6,3.0,blok,biuro nieruchomości,3750.0
Śródmieście,32.0,2.0,apartamentowiec,biuro nieruchomości,4300.0
Bemowo,30.0,2.0,blok,prywatny,3489.0
Ochota,49.8,2.0,blok,biuro nieruchomości,5500.0
Wola,38.0,1.0,apartamentowiec,biuro nieruchomości,4000.0
Ochota,76.0,3.0,apartamentowiec,prywatny,6200.0
Praga-Południe,57.0,3.0,blok,prywatny,4660.0
Mokotów,66.06,3.0,apartamentowiec,biuro nieruchomości,9190.0
Mokotów,68.71,3.0,apartamentowiec,biuro nieruchomości,5904.0
Białołęka,28.0,1.0,apartamentowiec,biuro nieruchomości,2201.0
Wola,36.14,2.0,apartamentowiec,biuro nieruchomości,4640.0
Praga-Południe,106.0,4.0,blok,biuro nieruchomości,9300.0
Mokotów,62.0,3.0,blok,biuro nieruchomości,4500.0
Wilanów,50.0,1.0,blok,prywatny,4000.0
Mokotów,60.0,3.0,blok,biuro nieruchomości,6600.0
Ursus,48.0,3.0,apartamentowiec,biuro nieruchomości,4570.0
Ursus,30.0,2.0,blok,prywatny,3050.0
Wola,80.28,3.0,apartamentowiec,biuro nieruchomości,8000.0
Śródmieście,37.3,1.0,apartamentowiec,biuro nieruchomości,3000.0
Mokotów,60.0,3.0,blok,biuro nieruchomości,4700.0
Mokotów,61.0,3.0,blok,biuro nieruchomości,5600.0
Mokotów,36.0,1.0,blok,biuro nieruchomości,4000.0
Mokotów,40.0,2.0,blok,biuro nieruchomości,4400.0
Ursus,35.0,2.0,blok,prywatny,3450.0
Bemowo,50.0,2.0,blok,prywatny,3500.0
Praga-Południe,38.0,2.0,blok,prywatny,3400.0
Śródmieście,100.0,4.0,kamienica,biuro nieruchomości,7635.0
Wola,41.55,2.0,blok,prywatny,2700.0
Wola,43.0,2.0,apartamentowiec,prywatny,4100.0
Ursus,39.0,2.0,blok,prywatny,3230.0
Praga-Południe,31.23,1.0,blok,biuro nieruchomości,3025.0
Targówek,71.0,3.0,apartamentowiec,biuro nieruchomości,4100.0
Wola,47.5,3.0,blok,prywatny,3950.0
Mokotów,46.0,2.0,dom wolnostojący,biuro nieruchomości,4000.0
Bielany,38.0,2.0,blok,prywatny,2800.0
Wilanów,41.0,2.0,apartamentowiec,biuro nieruchomości,3600.0
Śródmieście,46.0,2.0,kamienica,biuro nieruchomości,5630.0
Śródmieście,34.0,2.0,apartamentowiec,biuro nieruchomości,3400.0
Wola,51.0,2.0,apartamentowiec,biuro nieruchomości,5975.0
Żoliborz,52.0,2.0,apartamentowiec,biuro nieruchomości,5020.0
Wola,45.5,2.0,dom wolnostojący,biuro nieruchomości,7300.0
Wola,67.0,2.0,kamienica,biuro nieruchomości,5800.0
Mokotów,67.0,3.0,blok,biuro nieruchomości,7000.0
Mokotów,75.0,3.0,blok,biuro nieruchomości,4500.0
Mokotów,60.0,3.0,blok,biuro nieruchomości,3620.0
Wola,43.0,2.0,apartamentowiec,prywatny,5000.0
Śródmieście,53.0,2.0,blok,biuro nieruchomości,13500.0
Wola,32.0,2.0,apartamentowiec,biuro nieruchomości,3900.0
Włochy,38.0,2.0,blok,prywatny,3790.0
Praga-Południe,38.0,2.0,dom wolnostojący,biuro nieruchomości,3900.0
Śródmieście,87.0,3.0,kamienica,biuro nieruchomości,10650.0
Bemowo,85.0,3.0,dom wolnostojący,biuro nieruchomości,5600.0
Ursynów,40.0,1.0,blok,prywatny,3400.0
Śródmieście,139.0,4.0,apartamentowiec,biuro nieruchomości,18000.0
Wola,47.0,3.0,apartamentowiec,biuro nieruchomości,4900.0
Mokotów,26.0,1.0,apartamentowiec,biuro nieruchomości,3100.0
Bemowo,35.0,1.0,apartamentowiec,prywatny,3500.0
Wola,54.0,2.0,apartamentowiec,prywatny,6200.0
Bemowo,54.0,2.0,apartamentowiec,biuro nieruchomości,3500.0
Bielany,37.0,2.0,kamienica,biuro nieruchomości,2989.0
Bemowo,52.0,2.0,apartamentowiec,biuro nieruchomości,3900.0
Mokotów,47.53,2.0,apartamentowiec,prywatny,4500.0
Targówek,54.5,2.0,apartamentowiec,prywatny,4200.0
Targówek,48.0,2.0,apartamentowiec,biuro nieruchomości,3150.0
Praga-Południe,33.0,1.0,blok,prywatny,2300.0
Śródmieście,31.0,1.0,kamienica,biuro nieruchomości,4000.0
Wola,68.11,3.0,apartamentowiec,biuro nieruchomości,11600.0
Ursus,66.0,3.0,blok,prywatny,4580.0
Mokotów,37.0,1.0,kamienica,biuro nieruchomości,3520.0
Mokotów,42.4,2.0,apartamentowiec,biuro nieruchomości,4300.0
Włochy,22.3,1.0,blok,biuro nieruchomości,2640.0
Wola,47.0,2.0,blok,prywatny,3900.0
Ochota,75.0,3.0,apartamentowiec,biuro nieruchomości,7300.0
Śródmieście,40.0,2.0,blok,biuro nieruchomości,4200.0
Wola,50.0,2.0,blok,biuro nieruchomości,4200.0
Mokotów,34.0,1.0,kamienica,biuro nieruchomości,3480.0
Śródmieście,137.0,3.0,apartamentowiec,biuro nieruchomości,16500.0
Śródmieście,78.0,4.0,apartamentowiec,biuro nieruchomości,7100.0
Mokotów,81.65,3.0,apartamentowiec,biuro nieruchomości,9040.0
Żoliborz,48.0,3.0,blok,prywatny,3700.0
Bielany,31.0,1.0,kamienica,biuro nieruchomości,2600.0
Śródmieście,65.0,2.0,kamienica,prywatny,4280.0
Wola,41.0,2.0,blok,prywatny,4584.37
Śródmieście,27.1,1.0,blok,biuro nieruchomości,3000.0
Mokotów,115.0,4.0,apartamentowiec,biuro nieruchomości,10000.0
Wola,90.0,3.0,apartamentowiec,biuro nieruchomości,14000.0
Wola,26.0,1.0,blok,biuro nieruchomości,2950.0
Bemowo,56.0,2.0,blok,biuro nieruchomości,3950.0
Ursus,60.0,2.0,dom wolnostojący,biuro nieruchomości,4600.0
Praga-Południe,31.0,2.0,blok,biuro nieruchomości,3750.0
Mokotów,58.0,2.0,dom wolnostojący,biuro nieruchomości,5800.0
Wola,73.68,3.0,apartamentowiec,biuro nieruchomości,12300.0
Wola,32.0,2.0,apartamentowiec,biuro nieruchomości,6501.0
Wola,15.0,1.0,apartamentowiec,biuro nieruchomości,2000.0
Mokotów,68.0,3.0,blok,biuro nieruchomości,6000.0
Wola,38.0,2.0,apartamentowiec,prywatny,4180.0
Żoliborz,61.0,2.0,apartamentowiec,biuro nieruchomości,6700.0
Mokotów,69.5,2.0,apartamentowiec,biuro nieruchomości,5500.0
Białołęka,35.0,2.0,blok,prywatny,3350.0
Wola,81.27,4.0,apartamentowiec,biuro nieruchomości,9000.0
Wola,52.0,2.0,blok,biuro nieruchomości,4950.0
Wola,47.69,2.0,blok,biuro nieruchomości,2000.0
Praga-Południe,45.0,2.0,apartamentowiec,prywatny,5030.0
Praga-Północ,61.0,3.0,apartamentowiec,biuro nieruchomości,5500.0
Mokotów,53.06,2.0,apartamentowiec,biuro nieruchomości,4130.0
Bielany,48.0,2.0,blok,biuro nieruchomości,3000.0
Wola,47.0,2.0,blok,prywatny,4100.0
Wola,62.0,3.0,apartamentowiec,biuro nieruchomości,8200.0
Ursus,60.13,3.0,apartamentowiec,biuro nieruchomości,5000.0
Bielany,32.5,2.0,apartamentowiec,prywatny,3450.0
Śródmieście,48.0,2.0,blok,biuro nieruchomości,3800.0
Bemowo,56.5,3.0,blok,prywatny,3241.0
Wola,17.0,1.0,blok,prywatny,2000.0
Praga-Południe,72.0,4.0,blok,prywatny,4700.0
Śródmieście,54.0,2.0,apartamentowiec,biuro nieruchomości,12000.0
Wola,61.0,3.0,kamienica,prywatny,6060.0
Praga-Południe,33.0,1.0,apartamentowiec,biuro nieruchomości,2950.0
Praga-Południe,37.0,2.0,blok,prywatny,3100.0
Śródmieście,28.29,1.0,kamienica,biuro nieruchomości,2800.0
Śródmieście,135.0,4.0,apartamentowiec,biuro nieruchomości,9700.0
Ursynów,34.1,1.0,blok,biuro nieruchomości,3450.0
Wola,25.0,1.0,apartamentowiec,biuro nieruchomości,3150.0
Wilanów,60.0,2.0,apartamentowiec,biuro nieruchomości,4790.0
Białołęka,41.5,2.0,apartamentowiec,prywatny,3535.0
Ochota,38.0,2.0,kamienica,biuro nieruchomości,2801.0
Wola,47.0,2.0,blok,prywatny,3900.0
Śródmieście,89.5,3.0,kamienica,biuro nieruchomości,6900.0
Rembertów,30.0,1.0,blok,prywatny,2479.0
Wawer,35.0,2.0,apartamentowiec,prywatny,3500.0
Żoliborz,38.97,2.0,blok,biuro nieruchomości,3461.07
Śródmieście,182.0,6.0,kamienica,biuro nieruchomości,14000.0
Ursynów,50.0,2.0,blok,biuro nieruchomości,2800.0
Ursynów,63.35,4.0,blok,biuro nieruchomości,4500.0
Wola,27.0,1.0,blok,prywatny,2700.0
Białołęka,33.0,1.0,apartamentowiec,prywatny,2600.0
Ochota,85.0,4.0,apartamentowiec,prywatny,5600.0
Wilanów,54.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Mokotów,92.0,3.0,apartamentowiec,biuro nieruchomości,11000.0
Śródmieście,150.0,3.0,apartamentowiec,biuro nieruchomości,35000.0
Wola,36.0,1.0,blok,prywatny,2800.0
Mokotów,140.0,4.0,apartamentowiec,biuro nieruchomości,15000.0
Wola,47.0,2.0,apartamentowiec,biuro nieruchomości,3900.0
Mokotów,78.0,3.0,dom wolnostojący,biuro nieruchomości,8300.0
Ursynów,115.0,4.0,apartamentowiec,biuro nieruchomości,9500.0
Ochota,40.0,2.0,blok,biuro nieruchomości,3500.0
Praga-Południe,49.0,3.0,kamienica,biuro nieruchomości,4000.0
Wilanów,135.02,4.0,apartamentowiec,biuro nieruchomości,11900.0
Wola,85.0,4.0,blok,biuro nieruchomości,7500.0
Wola,45.94,2.0,apartamentowiec,biuro nieruchomości,8800.0
Wilanów,43.45,2.0,apartamentowiec,biuro nieruchomości,3300.0
Mokotów,80.0,3.0,apartamentowiec,biuro nieruchomości,8500.0
Mokotów,120.0,4.0,apartamentowiec,biuro nieruchomości,12000.0
Włochy,32.0,1.0,apartamentowiec,biuro nieruchomości,3500.0
Mokotów,45.0,2.0,blok,prywatny,4450.0
Bielany,40.0,2.0,blok,prywatny,3600.0
Wola,134.0,4.0,apartamentowiec,biuro nieruchomości,16000.0
Włochy,60.0,2.0,apartamentowiec,biuro nieruchomości,5500.0
Bemowo,43.0,2.0,apartamentowiec,biuro nieruchomości,3600.0
Bielany,164.0,7.0,apartamentowiec,biuro nieruchomości,9660.0
Wilanów,115.0,4.0,apartamentowiec,prywatny,13380.0
Ursynów,135.0,4.0,apartamentowiec,biuro nieruchomości,10000.0
Bemowo,47.0,2.0,apartamentowiec,biuro nieruchomości,3500.0
Wola,55.0,2.0,apartamentowiec,prywatny,5700.0
Bielany,38.0,2.0,blok,prywatny,3505.0
Wilanów,57.0,2.0,blok,prywatny,4000.0
Mokotów,32.0,1.0,apartamentowiec,biuro nieruchomości,1900.0
Ursynów,77.88,3.0,blok,biuro nieruchomości,4800.0
Mokotów,72.0,3.0,kamienica,biuro nieruchomości,5800.0
Praga-Południe,74.0,3.0,blok,biuro nieruchomości,4950.0
Bielany,47.0,2.0,apartamentowiec,prywatny,3780.0
Śródmieście,60.0,3.0,kamienica,biuro nieruchomości,6000.0
Żoliborz,30.0,1.0,kamienica,biuro nieruchomości,3100.0
Mokotów,58.0,2.0,apartamentowiec,biuro nieruchomości,4300.0
Praga-Południe,60.8,3.0,blok,biuro nieruchomości,3500.0
Mokotów,68.0,4.0,blok,biuro nieruchomości,3700.0
Mokotów,48.26,2.0,apartamentowiec,biuro nieruchomości,3400.0
Mokotów,135.0,4.0,apartamentowiec,biuro nieruchomości,7000.0
Mokotów,57.0,2.0,apartamentowiec,biuro nieruchomości,5000.0
Wola,45.9,2.0,apartamentowiec,biuro nieruchomości,6800.0
Wola,39.59,2.0,apartamentowiec,biuro nieruchomości,5800.0
Wilanów,41.5,2.0,blok,prywatny,4600.0
Ursus,60.0,3.0,apartamentowiec,biuro nieruchomości,4500.0
Mokotów,27.0,1.0,apartamentowiec,biuro nieruchomości,2998.0
Ochota,30.0,1.0,blok,biuro nieruchomości,2400.0
Bielany,31.84,1.0,apartamentowiec,biuro nieruchomości,3065.0
Wilanów,80.0,3.0,apartamentowiec,biuro nieruchomości,7800.0
Wola,39.5,2.0,blok,prywatny,3600.0
Białołęka,67.0,3.0,blok,biuro nieruchomości,4500.0
Wola,108.3,3.0,apartamentowiec,biuro nieruchomości,8364.0
Ochota,88.97,3.0,apartamentowiec,biuro nieruchomości,7500.0
Ursynów,54.0,2.0,apartamentowiec,biuro nieruchomości,4000.0
Żoliborz,262.0,5.0,apartamentowiec,biuro nieruchomości,26000.0
Wola,45.78,2.0,apartamentowiec,biuro nieruchomości,6700.0
Śródmieście,120.0,5.0,kamienica,biuro nieruchomości,9001.0
Mokotów,135.0,4.0,apartamentowiec,biuro nieruchomości,8901.0
Wola,37.4,2.0,blok,biuro nieruchomości,3501.0
Praga-Południe,58.5,2.0,kamienica,biuro nieruchomości,6200.0
Wilanów,68.0,2.0,apartamentowiec,biuro nieruchomości,4500.0
Mokotów,68.36,4.0,apartamentowiec,biuro nieruchomości,6556.07
Wilanów,91.78,3.0,apartamentowiec,biuro nieruchomości,6000.0
